iter	Passed	Remaining
1670	27465	54718
1671	27483	54704
1672	27503	54694
1673	27520	54679
1674	27538	54665
1675	27558	54657
1676	27576	54644
1677	27595	54632
1678	27616	54623
1679	27634	54610
1680	27652	54598
1681	27672	54588
1682	27693	54581
1683	27712	54569
1684	27731	54557
1685	27752	54550
1686	27773	54542
1687	27792	54531
1688	27811	54519
1689	27830	54508
1690	27849	54497
1691	27866	54482
1692	27886	54471
1693	27904	54457
1694	27924	54448
1695	27943	54436
1696	27961	54424
1697	27981	54414
1698	27998	54399
1699	28019	54390
1700	28037	54377
1701	28057	54368
1702	28079	54362
1703	28099	54352
1704	28118	54340
1705	28138	54329
1706	28158	54320
1707	28178	54311
1708	28199	54303
1709	28218	54291
1710	28238	54282
1711	28256	54268
1712	28273	54253
1713	28291	54239
1714	28308	54223
1715	28324	54206
1716	28341	54190
1717	28358	54174
1718	28380	54168
1719	28397	54152
1720	28416	54140
1721	28432	54124
1722	28451	54113
1723	28469	54098
1724	28487	54084
1725	28504	54069
1726	28521	54052
1727	28537	54037
1728	28556	54024
1729	28573	54008
1730	28589	53992
1731	28609	53981
1732	28625	53964
1733	28648	53960
1734	28667	53947
1735	28686	53936
1736	28706	53925
1737	28723	53910
1738	28742	53898
1739	28762	53887
1740	28782	53878
1741	28802	53867
1742	28823	53860
1743	28845	53853
1744	28865	53843
1745	28886	53835
1746	28907	53827
1747	28927	53816
1748	28948	53808
1749	28966	53795
1750	28985	53782
1751	29004	53771
1752	29024	53760
1753	29045	53752
1754	29065	53742
1755	29084	53729
1756	29102	53715
1757	29121	53704
1758	29141	53693
1759	29160	53682
1760	29179	53669
1761	29198	53657
1762	29218	53646
1763	29234	53629
1764	29250	53612
1765	29269	53599
1766	29285	53583
1767	29302	53566
1768	29318	53549
1769	29336	53534
1770	29353	53519
1771	29371	53505
1772	29389	53490
1773	29406	53475
1774	29424	53461
1775	29443	53449
1776	29460	53433
1777	29478	53419
1778	29495	53403
1779	29512	53388
1780	29529	53371
1781	29546	53355
1782	29563	53341
1783	29581	53326
1784	29597	53308
1785	29615	53294
1786	29632	53278
1787	29650	53263
1788	29666	53246
1789	29683	53232
1790	29700	53214
1791	29716	53197
1792	29733	53182
1793	29750	53165
1794	29765	53147
1795	29781	53129
1796	29798	53113
1797	29814	53095
1798	29830	53078
1799	29847	53062
1800	29864	53047
1801	29882	53032
1802	29901	53020
1803	29919	53006
1804	29936	52989
1805	29955	52977
1806	29972	52961
1807	29991	52948
1808	30008	52933
1809	30025	52917
1810	30042	52902
1811	30060	52888
1812	30078	52874
1813	30095	52858
1814	30112	52842
1815	30129	52826
1816	30146	52809
1817	30164	52795
1818	30181	52780
1819	30199	52765
1820	30215	52747
1821	30231	52730
1822	30247	52712
1823	30262	52694
1824	30278	52677
1825	30294	52658
1826	30310	52641
1827	30326	52623
1828	30343	52606
1829	30360	52590
1830	30377	52575
1831	30394	52560
1832	30412	52545
1833	30430	52531
1834	30447	52516
1835	30465	52501
1836	30483	52486
1837	30499	52469
1838	30517	52456
1839	30535	52440
1840	30552	52426
1841	30569	52409
1842	30586	52393
1843	30603	52378
1844	30621	52362
1845	30638	52348
1846	30656	52333
1847	30672	52315
1848	30688	52298
1849	30703	52279
1850	30720	52262
1851	30737	52246
1852	30753	52229
1853	30769	52212
1854	30786	52195
1855	30803	52180
1856	30820	52164
1857	30838	52149
1858	30854	52132
1859	30871	52116
1860	30889	52102
1861	30907	52087
1862	30924	52071
1863	30943	52059
1864	30960	52043
1865	30979	52030
1866	30997	52016
1867	31015	52002
1868	31035	51991
1869	31053	51976
1870	31070	51960
1871	31087	51944
1872	31104	51929
1873	31120	51912
1874	31138	51897
1875	31154	51880
1876	31171	51864
1877	31187	51846
1878	31204	51829
1879	31219	51811
1880	31236	51795
1881	31252	51777
1882	31270	51762
1883	31287	51746
1884	31305	51732
1885	31324	51719
1886	31340	51702
1887	31357	51687
1888	31375	51672
1889	31392	51657
1890	31411	51643
1891	31428	51628
1892	31447	51615
1893	31465	51600
1894	31483	51586
1895	31501	51572
1896	31517	51554
1897	31533	51536
1898	31550	51520
1899	31568	51506
1900	31584	51489
1901	31601	51472
1902	31619	51459
1903	31636	51441
1904	31652	51424
1905	31668	51407
1906	31685	51390
1907	31701	51373
1908	31719	51358
1909	31737	51344
1910	31754	51328
1911	31770	51311
1912	31787	51294
1913	31805	51281
1914	31823	51266
1915	31841	51252
1916	31860	51239
1917	31879	51226
1918	31895	51209
1919	31913	51194
1920	31930	51178
1921	31946	51161
1922	31962	51143
1923	31979	51127
1924	31995	51109
1925	32011	51092
1926	32027	51074
1927	32043	51057
1928	32059	51038
1929	32076	51022
1930	32093	51007
1931	32110	50991
1932	32127	50974
1933	32145	50961
1934	32161	50943
1935	32179	50929
1936	32198	50916
1937	32216	50901
1938	32234	50886
1939	32251	50870
1940	32268	50855
1941	32286	50839
1942	32303	50824
1943	32319	50807
1944	32339	50794
1945	32356	50780
1946	32375	50766
1947	32391	50749
1948	32409	50733
1949	32426	50717
1950	32442	50700
1951	32459	50684
1952	32475	50667
1953	32492	50650
1954	32507	50632
1955	32523	50614
1956	32539	50597
1957	32556	50580
1958	32572	50563
1959	32589	50547
1960	32606	50530
1961	32622	50513
1962	32639	50497
1963	32657	50483
1964	32677	50471
1965	32694	50454
1966	32712	50440
1967	32729	50424
1968	32747	50409
1969	32764	50393
1970	32781	50377
1971	32800	50364
1972	32819	50352
1973	32837	50336
1974	32855	50322
1975	32872	50306
1976	32891	50294
1977	32907	50276
1978	32924	50259
1979	32941	50243
1980	32957	50226
1981	32973	50208
1982	32990	50192
1983	33007	50176
1984	33023	50159
1985	33041	50144
1986	33059	50129
1987	33076	50113
1988	33095	50100
1989	33114	50087
1990	33131	50071
1991	33149	50057
1992	33166	50040
1993	33183	50024
1994	33199	50007
1995	33217	49992
1996	33235	49977
1997	33251	49961
1998	33269	49945
1999	33286	49929
2000	33302	49912
2001	33321	49898
2002	33338	49883
2003	33355	49866
2004	33371	49848
2005	33388	49833
2006	33405	49816
2007	33421	49799
2008	33438	49782
2009	33454	49765
2010	33470	49747
2011	33486	49730
2012	33503	49714
2013	33521	49698
2014	33538	49683
2015	33556	49669
2016	33573	49652
2017	33590	49636
2018	33606	49619
2019	33626	49607
2020	33642	49590
2021	33659	49573
2022	33677	49558
2023	33695	49544
2024	33713	49530
2025	33730	49513
2026	33746	49496
2027	33763	49480
2028	33779	49462
2029	33796	49445
2030	33812	49427
2031	33828	49410
2032	33844	49392
2033	33860	49375
2034	33877	49360
2035	33894	49343
2036	33910	49325
2037	33927	49310
2038	33946	49295
2039	33963	49280
2040	33980	49264
2041	33997	49248
2042	34015	49233
2043	34034	49219
2044	34051	49204
2045	34071	49192
2046	34087	49175
2047	34105	49160
2048	34124	49146
2049	34142	49131
2050	34158	49114
2051	34175	49098
2052	34191	49081
2053	34209	49066
2054	34232	49057
2055	34248	49040
2056	34264	49023
2057	34282	49008
2058	34299	48992
2059	34315	48975
2060	34332	48957
2061	34350	48943
2062	34367	48927
2063	34384	48911
2064	34401	48894
2065	34417	48877
2066	34437	48865
2067	34455	48851
2068	34473	48836
2069	34490	48819
2070	34508	48804
2071	34527	48791
2072	34544	48775
2073	34561	48759
2074	34580	48745
2075	34597	48729
2076	34614	48713
2077	34629	48694
2078	34646	48678
2079	34662	48661
2080	34679	48644
2081	34695	48627
2082	34711	48609
2083	34727	48591
2084	34743	48573
2085	34759	48556
2086	34777	48541
2087	34794	48525
2088	34812	48510
2089	34829	48494
2090	34847	48480
2091	34864	48463
2092	34883	48450
2093	34902	48436
2094	34919	48419
2095	34936	48404
2096	34953	48388
2097	34972	48374
2098	34988	48357
2099	35006	48342
2100	35023	48325
2101	35039	48308
2102	35057	48293
2103	35075	48278
2104	35091	48260
2105	35107	48243
2106	35124	48226
2107	35140	48209
2108	35157	48193
2109	35175	48179
2110	35195	48166
2111	35213	48151
2112	35230	48135
2113	35247	48119
2114	35265	48104
2115	35282	48088
2116	35300	48073
2117	35317	48057
2118	35335	48042
2119	35353	48026
2120	35369	48010
2121	35385	47992
2122	35402	47976
2123	35417	47957
2124	35435	47942
2125	35452	47926
2126	35469	47910
2127	35486	47892
2128	35502	47875
2129	35518	47857
2130	35534	47841
2131	35550	47823
2132	35569	47810
2133	35586	47793
2134	35605	47780
2135	35622	47763
2136	35640	47748
2137	35657	47732
2138	35674	47716
2139	35693	47702
2140	35710	47686
2141	35729	47672
2142	35746	47657
2143	35766	47644
2144	35790	47637
2145	35809	47623
2146	35827	47608
2147	35845	47593
2148	35864	47580
2149	35883	47566
2150	35903	47553
2151	35921	47539
2152	35941	47526
2153	35960	47513
2154	35978	47497
2155	35996	47483
2156	36016	47471
2157	36035	47456
2158	36053	47442
2159	36072	47428
2160	36090	47413
2161	36109	47399
2162	36128	47386
2163	36147	47372
2164	36164	47356
2165	36184	47343
2166	36203	47330
2167	36223	47317
2168	36244	47306
2169	36262	47292
2170	36283	47280
2171	36301	47265
2172	36321	47253
2173	36342	47241
2174	36360	47227
2175	36379	47213
2176	36398	47199
2177	36416	47184
2178	36436	47171
2179	36456	47159
2180	36474	47144
2181	36493	47130
2182	36512	47116
2183	36531	47102
2184	36548	47086
2185	36566	47071
2186	36586	47058
2187	36603	47043
2188	36622	47028
2189	36641	47014
2190	36660	47000
2191	36680	46988
2192	36699	46974
2193	36718	46960
2194	36737	46947
2195	36759	46936
2196	36776	46920
2197	36794	46906
2198	36813	46891
2199	36831	46875
2200	36849	46861
2201	36866	46845
2202	36886	46832
2203	36904	46817
2204	36923	46802
2205	36941	46788
2206	36959	46773
2207	36979	46759
2208	36999	46747
2209	37020	46736
2210	37040	46723
2211	37058	46708
2212	37076	46692
2213	37094	46677
2214	37112	46662
2215	37131	46648
2216	37150	46634
2217	37168	46619
2218	37188	46606
2219	37205	46590
2220	37223	46575
2221	37242	46561
2222	37263	46550
2223	37281	46534
2224	37299	46520
2225	37321	46508
2226	37339	46494
2227	37357	46479
2228	37377	46466
2229	37396	46451
2230	37415	46438
2231	37434	46423
2232	37452	46409
2233	37473	46397
2234	37493	46384
2235	37514	46372
2236	37534	46359
2237	37553	46345
2238	37574	46334
2239	37593	46320
2240	37611	46305
2241	37631	46292
2242	37649	46277
2243	37668	46263
2244	37687	46248
2245	37706	46234
2246	37727	46222
2247	37746	46209
2248	37765	46195
2249	37784	46180
2250	37807	46171
2251	37828	46160
2252	37849	46148
2253	37871	46138
2254	37892	46126
2255	37915	46116
2256	37936	46105
2257	37959	46095
2258	37981	46085
2259	38002	46073
2260	38024	46063
2261	38047	46054
2262	38068	46042
2263	38090	46031
2264	38111	46019
2265	38132	46007
2266	38152	45994
2267	38172	45982
2268	38192	45969
2269	38212	45955
2270	38232	45942
2271	38251	45928
2272	38269	45913
2273	38291	45902
2274	38313	45892
2275	38336	45882
2276	38356	45869
2277	38377	45857
2278	38398	45845
2279	38421	45835
2280	38442	45824
2281	38463	45812
2282	38485	45801
2283	38509	45792
2284	38530	45781
2285	38551	45769
2286	38575	45760
2287	38596	45749
2288	38619	45739
2289	38641	45728
2290	38662	45716
2291	38685	45706
2292	38706	45694
2293	38728	45683
2294	38751	45674
2295	38772	45662
2296	38792	45648
2297	38814	45638
2298	38836	45627
2299	38856	45614
2300	38877	45602
2301	38897	45588
2302	38917	45575
2303	38937	45562
2304	38958	45549
2305	38977	45535
2306	39001	45527
2307	39021	45514
2308	39044	45503
2309	39065	45492
2310	39086	45479
2311	39107	45467
2312	39127	45453
2313	39148	45442
2314	39170	45430
2315	39191	45418
2316	39212	45406
2317	39235	45396
2318	39257	45386
2319	39279	45374
2320	39301	45363
2321	39322	45350
2322	39343	45338
2323	39364	45327
2324	39386	45315
2325	39406	45302
2326	39426	45289
2327	39447	45276
2328	39469	45265
2329	39490	45252
2330	39511	45240
2331	39532	45228
2332	39556	45218
2333	39576	45205
2334	39597	45193
2335	39617	45180
2336	39638	45167
2337	39658	45153
2338	39679	45142
2339	39698	45127
2340	39719	45114
2341	39739	45101
2342	39758	45087
2343	39778	45073
2344	39796	45057
2345	39816	45044
2346	39835	45029
2347	39856	45017
2348	39876	45003
2349	39896	44990
2350	39915	44974
2351	39933	44959
2352	39952	44944
2353	39972	44930
2354	39993	44918
2355	40012	44903
2356	40032	44890
2357	40053	44877
2358	40072	44862
2359	40090	44847
2360	40110	44833
2361	40128	44817
2362	40145	44801
2363	40166	44787
2364	40185	44772
2365	40205	44760
2366	40224	44744
2367	40243	44730
2368	40262	44715
2369	40281	44700
2370	40299	44684
2371	40320	44671
2372	40337	44654
2373	40356	44639
2374	40374	44623
2375	40395	44612
2376	40413	44596
2377	40431	44580
2378	40451	44566
2379	40469	44550
2380	40488	44535
2381	40505	44518
2382	40524	44503
2383	40542	44488
2384	40562	44474
2385	40582	44460
2386	40601	44445
2387	40619	44429
2388	40638	44414
2389	40657	44400
2390	40678	44387
2391	40698	44373
2392	40718	44359
2393	40738	44346
2394	40756	44330
2395	40778	44318
2396	40799	44305
2397	40818	44291
2398	40839	44278
2399	40858	44263
2400	40876	44247
2401	40896	44233
2402	40917	44220
2403	40938	44208
2404	40959	44195
2405	40982	44184
2406	41003	44172
2407	41024	44159
2408	41044	44145
2409	41064	44131
2410	41083	44116
2411	41103	44102
2412	41122	44088
2413	41141	44073
2414	41160	44058
2415	41180	44044
2416	41198	44027
2417	41216	44011
2418	41237	43998
2419	41257	43984
2420	41276	43970
2421	41294	43954
2422	41315	43941
2423	41333	43925
2424	41351	43909
2425	41371	43895
2426	41390	43880
2427	41408	43864
2428	41427	43849
2429	41446	43834
2430	41464	43818
2431	41484	43804
2432	41504	43790
2433	41523	43775
2434	41542	43759
2435	41561	43744
2436	41579	43729
2437	41598	43714
2438	41618	43700
2439	41636	43683
2440	41655	43669
2441	41674	43654
2442	41693	43639
2443	41712	43624
2444	41731	43608
2445	41751	43595
2446	41772	43582
2447	41791	43567
2448	41810	43551
2449	41831	43539
2450	41852	43525
2451	41871	43510
2452	41890	43495
2453	41907	43478
2454	41926	43463
2455	41945	43448
2456	41964	43433
2457	41984	43419
2458	42003	43404
2459	42023	43390
2460	42045	43378
2461	42064	43362
2462	42084	43348
2463	42103	43333
2464	42124	43320
2465	42144	43306
2466	42163	43291
2467	42182	43276
2468	42200	43260
2469	42217	43243
2470	42237	43229
2471	42257	43214
2472	42275	43198
2473	42294	43183
2474	42313	43168
2475	42334	43154
2476	42354	43141
2477	42373	43125
2478	42392	43110
2479	42412	43096
2480	42431	43081
2481	42450	43066
2482	42470	43051
2483	42489	43036
2484	42508	43021
2485	42528	43007
2486	42547	42992
2487	42567	42977
2488	42586	42962
2489	42606	42948
2490	42623	42931
2491	42641	42914
2492	42660	42899
2493	42678	42883
2494	42700	42872
2495	42720	42857
2496	42739	42842
2497	42760	42829
2498	42780	42814
2499	42800	42800
2500	42819	42785
2501	42838	42769
2502	42858	42755
2503	42877	42740
2504	42897	42726
2505	42916	42711
2506	42936	42697
2507	42956	42682
2508	42976	42668
2509	42996	42654
2510	43016	42639
2511	43036	42625
2512	43055	42610
2513	43073	42594
2514	43094	42580
2515	43115	42566
2516	43133	42551
2517	43154	42537
2518	43173	42522
2519	43191	42506
2520	43210	42490
2521	43229	42474
2522	43249	42461
2523	43269	42446
2524	43287	42430
2525	43307	42415
2526	43324	42399
2527	43343	42383
2528	43363	42368
2529	43381	42352
2530	43400	42337
2531	43419	42321
2532	43438	42306
2533	43459	42293
2534	43478	42277
2535	43498	42263
2536	43515	42246
2537	43534	42230
2538	43554	42216
2539	43572	42200
2540	43592	42185
2541	43612	42171
2542	43631	42156
2543	43651	42141
2544	43669	42124
2545	43688	42110
2546	43709	42096
2547	43727	42079
2548	43747	42065
2549	43765	42048
2550	43784	42033
2551	43803	42018
2552	43824	42004
2553	43843	41989
2554	43861	41973
2555	43883	41960
2556	43902	41944
2557	43922	41930
2558	43942	41916
2559	43962	41902
2560	43982	41887
2561	43999	41870
2562	44018	41854
2563	44040	41841
2564	44060	41827
2565	44079	41812
2566	44097	41795
2567	44114	41778
2568	44134	41763
2569	44151	41745
2570	44168	41728
2571	44187	41713
2572	44205	41697
2573	44228	41685
2574	44249	41671
2575	44266	41654
2576	44284	41637
2577	44301	41620
2578	44319	41604
2579	44336	41587
2580	44354	41570
2581	44370	41552
2582	44387	41535
2583	44405	41518
2584	44423	41502
2585	44440	41484
2586	44460	41470
2587	44479	41454
2588	44499	41440
2589	44517	41423
2590	44538	41409
2591	44558	41395
2592	44576	41378
2593	44594	41362
2594	44615	41348
2595	44633	41332
2596	44652	41316
2597	44673	41303
2598	44694	41289
2599	44714	41274
2600	44734	41260
2601	44753	41244
2602	44775	41231
2603	44794	41216
2604	44814	41201
2605	44833	41186
2606	44855	41173
2607	44872	41156
2608	44895	41144
2609	44914	41128
2610	44933	41113
2611	44953	41098
2612	44971	41082
2613	44992	41068
2614	45013	41054
2615	45032	41038
2616	45050	41022
2617	45068	41005
2618	45085	40988
2619	45102	40970
2620	45119	40953
2621	45136	40936
2622	45153	40918
2623	45169	40900
2624	45187	40883
2625	45205	40867
2626	45223	40850
2627	45240	40833
2628	45257	40815
2629	45274	40798
2630	45290	40780
2631	45308	40763
2632	45325	40746
2633	45341	40728
2634	45357	40709
2635	45373	40691
2636	45389	40673
2637	45406	40655
2638	45422	40637
2639	45439	40619
2640	45456	40602
2641	45472	40584
2642	45488	40566
2643	45504	40548
2644	45522	40531
2645	45539	40514
2646	45558	40498
2647	45577	40482
2648	45596	40466
2649	45612	40449
2650	45631	40433
2651	45648	40415
2652	45666	40399
2653	45684	40382
2654	45701	40364
2655	45717	40347
2656	45734	40329
2657	45750	40311
2658	45767	40293
2659	45785	40277
2660	45801	40259
2661	45818	40241
2662	45835	40224
2663	45851	40206
2664	45868	40188
2665	45884	40170
2666	45902	40154
2667	45928	40144
2668	45947	40128
2669	45967	40114
2670	45992	40103
2671	46013	40089
2672	46033	40074
2673	46051	40057
2674	46069	40041
2675	46087	40024
2676	46104	40007
2677	46122	39990
2678	46138	39973
2679	46155	39955
2680	46172	39937
2681	46190	39921
2682	46207	39904
2683	46224	39886
2684	46242	39869
2685	46259	39852
2686	46276	39835
2687	46295	39819
2688	46313	39802
2689	46330	39785
2690	46347	39768
2691	46365	39751
2692	46381	39733
2693	46398	39716
2694	46414	39698
2695	46431	39680
2696	46447	39662
2697	46466	39646
2698	46482	39628
2699	46501	39612
2700	46517	39594
2701	46535	39577
2702	46552	39559
2703	46569	39542
2704	46586	39525
2705	46605	39509
2706	46621	39491
2707	46639	39475
2708	46657	39458
2709	46674	39440
2710	46694	39425
2711	46710	39407
2712	46729	39391
2713	46746	39374
2714	46763	39357
2715	46781	39340
2716	46799	39324
2717	46817	39307
2718	46835	39290
2719	46851	39272
2720	46867	39254
2721	46883	39236
2722	46901	39219
2723	46917	39201
2724	46934	39183
2725	46950	39165
2726	46967	39148
2727	46985	39131
2728	47002	39113
2729	47019	39096
2730	47036	39079
2731	47053	39061
2732	47069	39043
2733	47086	39026
2734	47105	39010
2735	47123	38993
2736	47140	38976
2737	47158	38959
2738	47174	38941
2739	47191	38924
2740	47207	38906
2741	47223	38888
2742	47239	38869
2743	47256	38852
2744	47272	38833
2745	47287	38815
2746	47304	38797
2747	47321	38780
2748	47338	38762
2749	47355	38745
2750	47371	38727
2751	47389	38710
2752	47408	38694
2753	47426	38678
2754	47443	38660
2755	47463	38645
2756	47481	38629
2757	47498	38612
2758	47515	38594
2759	47532	38577
2760	47550	38560
2761	47567	38543
2762	47583	38525
2763	47599	38507
2764	47617	38490
2765	47634	38473
2766	47652	38455
2767	47668	38437
2768	47683	38419
2769	47702	38402
2770	47719	38385
2771	47735	38367
2772	47753	38351
2773	47772	38334
2774	47791	38319
2775	47808	38302
2776	47827	38286
2777	47845	38269
2778	47863	38252
2779	47880	38235
2780	47897	38218
2781	47915	38201
2782	47933	38184
2783	47950	38167
2784	47969	38151
2785	47987	38135
2786	48003	38117
2787	48021	38100
2788	48039	38083
2789	48055	38065
2790	48072	38047
2791	48089	38030
2792	48106	38013
2793	48124	37996
2794	48140	37978
2795	48157	37960
2796	48174	37943
2797	48190	37925
2798	48206	37907
2799	48223	37889
2800	48242	37874
2801	48259	37856
2802	48276	37839
2803	48293	37821
2804	48311	37805
2805	48327	37787
2806	48344	37770
2807	48361	37752
2808	48379	37735
2809	48396	37718
2810	48414	37701
2811	48432	37685
2812	48450	37668
2813	48469	37652
2814	48487	37635
2815	48503	37618
2816	48520	37600
2817	48537	37582
2818	48553	37564
2819	48572	37549
2820	48589	37531
2821	48606	37513
2822	48622	37495
2823	48640	37479
2824	48659	37463
2825	48676	37446
2826	48694	37429
2827	48713	37413
2828	48731	37396
2829	48748	37379
2830	48766	37363
2831	48783	37345
2832	48800	37328
2833	48819	37312
2834	48838	37296
2835	48855	37279
2836	48872	37261
2837	48889	37244
2838	48906	37227
2839	48924	37210
2840	48942	37193
2841	48958	37175
2842	48975	37157
2843	48991	37139
2844	49007	37121
2845	49024	37104
2846	49042	37087
2847	49059	37070
2848	49075	37051
2849	49092	37034
2850	49108	37016
2851	49127	37001
2852	49145	36984
2853	49163	36967
2854	49180	36950
2855	49198	36933
2856	49216	36916
2857	49234	36900
2858	49252	36883
2859	49271	36867
2860	49288	36850
2861	49305	36832
2862	49323	36816
2863	49342	36800
2864	49360	36783
2865	49377	36765
2866	49394	36748
2867	49411	36731
2868	49427	36713
2869	49445	36696
2870	49461	36678
2871	49478	36660
2872	49494	36643
2873	49510	36624
2874	49525	36606
2875	49542	36588
2876	49561	36572
2877	49579	36555
2878	49598	36539
2879	49615	36522
2880	49633	36505
2881	49650	36488
2882	49666	36470
2883	49684	36453
2884	49703	36437
2885	49721	36420
2886	49737	36403
2887	49754	36385
2888	49773	36369
2889	49792	36353
2890	49809	36336
2891	49827	36319
2892	49844	36302
2893	49862	36285
2894	49879	36268
2895	49895	36250
2896	49912	36232
2897	49928	36214
2898	49944	36196
2899	49960	36178
2900	49976	36159
2901	49993	36142
2902	50009	36124
2903	50026	36107
2904	50043	36090
2905	50061	36073
2906	50086	36061
2907	50103	36044
2908	50121	36027
2909	50139	36010
2910	50157	35993
2911	50174	35976
2912	50191	35959
2913	50208	35942
2914	50224	35923
2915	50241	35906
2916	50257	35888
2917	50275	35871
2918	50292	35854
2919	50308	35836
2920	50325	35819
2921	50342	35801
2922	50361	35785
2923	50378	35768
2924	50397	35752
2925	50414	35734
2926	50432	35718
2927	50449	35700
2928	50466	35683
2929	50484	35666
2930	50501	35649
2931	50518	35632
2932	50536	35614
2933	50553	35597
2934	50570	35579
2935	50586	35562
2936	50603	35545
2937	50620	35527
2938	50637	35509
2939	50653	35492
2940	50670	35474
2941	50687	35457
2942	50704	35439
2943	50720	35421
2944	50736	35403
2945	50754	35387
2946	50773	35370
2947	50790	35353
2948	50809	35337
2949	50827	35320
2950	50845	35303
2951	50863	35287
2952	50880	35270
2953	50897	35252
2954	50915	35236
2955	50933	35219
2956	50952	35202
2957	50969	35186
2958	50986	35168
2959	51003	35151
2960	51020	35133
2961	51037	35116
2962	51053	35098
2963	51070	35080
2964	51086	35062
2965	51102	35044
2966	51119	35027
2967	51137	35010
2968	51154	34993
2969	51171	34975
2970	51187	34957
2971	51202	34939
2972	51219	34921
2973	51236	34904
2974	51253	34886
2975	51272	34870
2976	51291	34854
2977	51308	34837
2978	51325	34820
2979	51342	34802
2980	51359	34785
2981	51377	34768
2982	51395	34751
2983	51411	34733
2984	51429	34717
2985	51448	34700
2986	51464	34683
2987	51481	34665
2988	51497	34647
2989	51514	34629
2990	51530	34612
2991	51548	34595
2992	51565	34578
2993	51583	34561
2994	51602	34545
2995	51624	34531
2996	51643	34515
2997	51663	34499
2998	51683	34484
2999	51701	34467
3000	51719	34450
3001	51739	34435
3002	51757	34419
3003	51775	34402
3004	51792	34385
3005	51810	34368
3006	51827	34350
3007	51847	34335
3008	51866	34318
3009	51884	34302
3010	51903	34286
3011	51921	34269
3012	51940	34253
3013	51958	34236
3014	51978	34221
3015	51996	34204
3016	52014	34188
3017	52034	34172
3018	52055	34157
3019	52083	34147
3020	52102	34131
3021	52121	34115
3022	52140	34099
3023	52158	34082
3024	52177	34066
3025	52198	34051
3026	52218	34035
3027	52236	34019
3028	52255	34002
3029	52275	33987
3030	52293	33971
3031	52313	33955
3032	52331	33938
3033	52351	33923
3034	52369	33906
3035	52388	33890
3036	52406	33873
3037	52424	33856
3038	52443	33840
3039	52463	33824
3040	52482	33809
3041	52501	33792
3042	52519	33776
3043	52538	33759
3044	52556	33743
3045	52574	33726
3046	52592	33709
3047	52613	33694
3048	52632	33678
3049	52653	33663
3050	52671	33647
3051	52690	33630
3052	52708	33614
3053	52728	33598
3054	52748	33582
3055	52767	33567
3056	52785	33550
3057	52805	33534
3058	52823	33517
3059	52844	33502
3060	52863	33486
3061	52883	33471
3062	52901	33454
3063	52920	33437
3064	52938	33421
3065	52958	33405
3066	52977	33389
3067	52996	33373
3068	53013	33356
3069	53032	33339
3070	53051	33323
3071	53069	33306
3072	53086	33288
3073	53104	33272
3074	53124	33256
3075	53142	33240
3076	53162	33224
3077	53180	33207
3078	53198	33190
3079	53216	33174
3080	53234	33157
3081	53254	33141
3082	53272	33124
3083	53291	33108
3084	53311	33092
3085	53330	33076
3086	53349	33060
3087	53367	33043
3088	53385	33026
3089	53405	33010
3090	53423	32994
3091	53444	32979
3092	53464	32963
3093	53482	32946
3094	53502	32931
3095	53521	32915
3096	53539	32897
3097	53557	32881
3098	53579	32866
3099	53602	32853
3100	53627	32840
3101	53651	32827
3102	53675	32814
3103	53696	32799
3104	53717	32784
3105	53735	32767
3106	53755	32751
3107	53775	32735
3108	53795	32720
3109	53815	32704
3110	53836	32689
3111	53854	32672
3112	53874	32656
3113	53893	32640
3114	53913	32624
3115	53931	32608
3116	53950	32591
3117	53970	32576
3118	53988	32559
3119	54010	32544
3120	54030	32529
3121	54050	32513
3122	54070	32497
3123	54089	32481
3124	54107	32464
3125	54129	32449
3126	54148	32433
3127	54167	32417
3128	54186	32400
3129	54206	32385
3130	54225	32369
3131	54245	32353
3132	54264	32337
3133	54284	32321
3134	54303	32304
3135	54321	32287
3136	54338	32270
3137	54358	32254
3138	54380	32240
3139	54399	32223
3140	54417	32207
3141	54437	32191
3142	54457	32175
3143	54479	32160
3144	54499	32145
3145	54518	32129
3146	54540	32114
3147	54561	32099
3148	54581	32083
3149	54603	32068
3150	54624	32053
3151	54643	32037
3152	54663	32021
3153	54681	32004
3154	54701	31988
3155	54721	31973
3156	54741	31956
3157	54759	31940
3158	54778	31923
3159	54797	31907
3160	54817	31891
3161	54835	31874
3162	54854	31858
3163	54873	31841
3164	54892	31825
3165	54912	31809
3166	54929	31792
3167	54948	31775
3168	54967	31759
3169	54988	31744
3170	55007	31727
3171	55025	31710
3172	55044	31694
3173	55065	31679
3174	55085	31663
3175	55103	31646
3176	55123	31630
3177	55143	31614
3178	55163	31598
3179	55182	31582
3180	55202	31566
3181	55222	31550
3182	55241	31534
3183	55259	31517
3184	55278	31500
3185	55299	31485
3186	55318	31469
3187	55337	31452
3188	55357	31437
3189	55377	31420
3190	55397	31405
3191	55417	31389
3192	55436	31372
3193	55454	31355
3194	55472	31339
3195	55492	31322
3196	55512	31307
3197	55531	31290
3198	55555	31276
3199	55576	31261
3200	55594	31244
3201	55612	31227
3202	55631	31211
3203	55650	31194
3204	55670	31178
3205	55690	31163
3206	55709	31146
3207	55729	31130
3208	55749	31114
3209	55768	31098
3210	55786	31081
3211	55806	31065
3212	55825	31048
3213	55844	31032
3214	55862	31015
3215	55881	30998
3216	55900	30982
3217	55919	30965
3218	55940	30950
3219	55960	30934
3220	55978	30917
3221	55997	30901
3222	56016	30884
3223	56035	30867
